cdmTableName,cdmFieldName,isRequired,cdmDatatype,userGuidance,etlConventions,isPrimaryKey,isForeignKey,fkTableName,fkFieldName,fkDomain,fkClass,unique DQ identifiers
payer_plan_period,plan_concept_id,No,integer,이 필드는 Person이 가입한 특정 건강 보험 Plan을 나타낸다.,"Map the Plan directly to a standard CONCEPT_ID in the 'Plan' vocabulary ([Accepted Concepts](http://athena.ohdsi.org/search-terms/terms?domain=Plan&standardConcept=Standard&page=1&pageSize=15&query=)). This vocabulary is not exhaustive so if there is a value missing, please see the [custom concepts](https://ohdsi.github.io/CommonDataModel/customConcepts.html) page.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,plan_source_value,No,varchar(50),소스 데이터에 나타난 Person의 건강 보험 Plan이다.,NA,No,No,NA,NA,NA,NA,NA
payer_plan_period,plan_source_concept_id,No,integer,NA,If the source data codes the Plan in an OMOP supported vocabulary store the concept_id here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,sponsor_concept_id,No,integer,"이 필드는 Plan에 자금을 대는 Plan의 후원자를 나타낸다. 여기에는 자가보험, 소규모 단체 건강보험, 대규모 단체 건강보험이 포함된다.","Map the sponsor directly to a standard CONCEPT_ID with the domain_id of 'Sponsor' ([Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Sponsor&standardConcept=Standard&page=1&pageSize=15&query=)). This vocabulary is not exhaustive so if there is a value missing, please see the [custom concepts](https://ohdsi.github.io/CommonDataModel/customConcepts.html) page.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,sponsor_source_value,No,varchar(50),소스 데이터에 나타난 Plan 후원자이다.,NA,No,No,NA,NA,NA,NA,NA
payer_plan_period,sponsor_source_concept_id,No,integer,NA,If the source data codes the sponsor in an OMOP supported vocabulary store the concept_id here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,family_source_value,No,varchar(50),동일한 보험에 의해 보장되는 모든 사람(흔히 가족)에 대한 공통 식별자이다.,Often these are the common digits of the enrollment id of the policy members.,No,No,NA,NA,NA,NA,NA
payer_plan_period,stop_reason_concept_id,No,integer,"이 필드는 알려진 경우, Person이 Plan을 떠난 사유를 나타낸다.",Map the stop reason directly to a standard CONCEPT_ID with a domain of 'Plan Stop Reason' ([Accepted Concepts](http://athena.ohdsi.org/search-terms/terms?domain=Plan+Stop+Reason&standardConcept=Standard&page=1&pageSize=15&query=)). If one does not exist visit the [Custom Concepts](https://ohdsi.github.io/CommonDataModel/customConcepts.html) pate for more information.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
payer_plan_period,stop_reason_source_value,No,varchar(50),소스 데이터에 나타난 Plan 중단 사유이다.,NA,No,No,NA,NA,NA,NA,NA
payer_plan_period,stop_reason_source_concept_id,No,integer,NA,If the source data codes the stop reason in an OMOP supported vocabulary store the concept_id here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cost,cost_id,Yes,integer,NA,NA,Yes,No,NA,NA,NA,NA,NA
cost,cost_event_id,Yes,integer,NA,NA,No,No,NA,NA,NA,NA,NA
cost,cost_domain_id,Yes,varchar(20),NA,NA,No,Yes,DOMAIN,DOMAIN_ID,NA,NA,NA
cost,cost_type_concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cost,currency_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cost,total_charge,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,total_cost,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,total_paid,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_by_payer,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_by_patient,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_patient_copay,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_patient_coinsurance,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_patient_deductible,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_by_primary,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_ingredient_cost,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,paid_dispensing_fee,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,payer_plan_period_id,No,integer,NA,NA,No,No,NA,NA,NA,NA,NA
cost,amount_allowed,No,float,NA,NA,No,No,NA,NA,NA,NA,NA
cost,revenue_code_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cost,revenue_code_source_value,No,varchar(50),Revenue code는 미국 병원 시스템에서 일종의 시술 및 상태 분류에 대해 비용을 청구하는 방법이다.,NA,No,No,NA,NA,NA,NA,NA
cost,drg_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cost,drg_source_value,No,varchar(3),Diagnosis Related Group은 병원 사례를 약 500개 그룹 중 하나로 분류하는 데 사용되는 미국 코드이다.,NA,No,No,NA,NA,NA,NA,NA
drug_era,drug_era_id,Yes,integer,NA,NA,Yes,No,NA,NA,NA,NA,NA
drug_era,person_id,Yes,integer,NA,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
drug_era,drug_concept_id,Yes,integer,"drug_era는 person이 특정 약물 성분에 노출되는 기간이므로, drug_concept_id는 concept class 'ingredient'에 부합해야 한다.",NA,No,Yes,CONCEPT,CONCEPT_ID,Drug,Ingredient,NA
drug_era,drug_era_start_date,Yes,date,NA,"The Drug Era Start Date is the start date of the first Drug Exposure for a given ingredient, with at least 31 days since the previous exposure.",No,No,NA,NA,NA,NA,NA
drug_era,drug_era_end_date,Yes,date,NA,"The Drug Era End Date is the end date of the last Drug Exposure. The End Date of each Drug Exposure is either taken from the field drug_exposure_end_date or, as it is typically not available, inferred using the following rules:
For pharmacy prescription data, the date when the drug was dispensed plus the number of days of supply are used to extrapolate the End Date for the Drug Exposure. Depending on the country-specific healthcare system, this supply information is either explicitly provided in the day_supply field or inferred from package size or similar information.
For Procedure Drugs, usually the drug is administered on a single date (i.e., the administration date).
A standard Persistence Window of 30 days (gap, slack) is permitted between two subsequent such extrapolated DRUG_EXPOSURE records to be considered to be merged into a single Drug Era.",No,No,NA,NA,NA,NA,NA
drug_era,drug_exposure_count,No,integer,DRUG_ERA 행에 포함된 그룹화된 DRUG_EXPOSURE 레코드의 개수이다.,NA,No,No,NA,NA,NA,NA,NA
drug_era,gap_days,No,integer,NA,"The Gap Days determine how many total drug-free days are observed between all Drug Exposure events that contribute to a DRUG_ERA record. It is assumed that the drugs are ""not stockpiled"" by the patient, i.e. that if a new drug prescription or refill is observed (a new DRUG_EXPOSURE record is written), the remaining supply from the previous events is abandoned.   The difference between Persistence Window and Gap Days is that the former is the maximum drug-free time allowed between two subsequent DRUG_EXPOSURE records, while the latter is the sum of actual drug-free days for the given Drug Era under the above assumption of non-stockpiling.",No,No,NA,NA,NA,NA,NA
dose_era,dose_era_id,Yes,integer,NA,NA,Yes,No,NA,NA,NA,NA,NA
dose_era,person_id,Yes,integer,NA,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
dose_era,drug_concept_id,Yes,integer,특정 약물 성분을 나타내는 Concept Id이다.,NA,No,Yes,CONCEPT,CONCEPT_ID,Drug,Ingredient,NA
dose_era,unit_concept_id,Yes,integer,특정 약물 성분의 단위를 나타내는 Concept Id.,NA,No,Yes,CONCEPT,CONCEPT_ID,Unit,NA,NA
dose_era,dose_value,Yes,float,drug_ingredient 용량의 수치 값.,NA,No,No,NA,NA,NA,NA,NA
dose_era,dose_era_start_date,Yes,date,"Person이 특정 용량을 시작한 날짜로, 이전 노출로부터 최소 31일이 경과한 시점.",NA,No,No,NA,NA,NA,NA,NA
dose_era,dose_era_end_date,Yes,date,NA,The date the Person was no longer exposed to the dosage of the specific drug ingredient. An era is ended if there are 31 days or more between dosage records.,No,No,NA,NA,NA,NA,NA
condition_era,condition_era_id,Yes,integer,NA,NA,Yes,No,NA,NA,NA,NA,NA
condition_era,person_id,Yes,integer,NA,NA,No,No,PERSON,PERSON_ID,NA,NA,NA
condition_era,condition_concept_id,Yes,integer,Condition을 나타내는 Concept Id.,NA,No,Yes,CONCEPT,CONCEPT_ID,Condition,NA,NA
condition_era,condition_era_start_date,Yes,date,"개별 Condition Occurrence 인스턴스로부터 구성된 Condition Era의 시작 날짜.
동일한 Condition의 이전 기록으로부터 최소 31일이 경과한, 시간순으로 가장 먼저 기록된 condition 인스턴스의 시작 날짜이다.",NA,No,No,NA,NA,NA,NA,NA
condition_era,condition_era_end_date,Yes,date,"개별 Condition Occurrence 인스턴스로부터 구성된 Condition Era의 종료 날짜.
연속적으로 기록된 마지막 Condition 인스턴스의 종료 날짜이다.",NA,No,No,NA,NA,NA,NA,NA
condition_era,condition_occurrence_count,No,integer,condition era를 구성하는 데 사용된 개별 Condition Occurrence의 수.,NA,No,No,NA,NA,NA,NA,NA
metadata,metadata_concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
metadata,metadata_type_concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
metadata,name,Yes,varchar(250),NA,NA,No,No,NA,NA,NA,NA,NA
metadata,value_as_string,No,varchar(250),NA,NA,No,No,NA,NA,NA,NA,NA
metadata,value_as_concept_id,No,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
metadata,metadata_date,No,date,NA,NA,No,No,NA,NA,NA,NA,NA
metadata,metadata_datetime,No,datetime,NA,NA,No,No,NA,NA,NA,NA,NA
cdm_source,cdm_source_name,Yes,varchar(255),CDM 인스턴스의 이름.,NA,No,No,NA,NA,NA,NA,NA
cdm_source,cdm_source_abbreviation,No,varchar(25),CDM 인스턴스의 약어.,NA,No,No,NA,NA,NA,NA,NA
cdm_source,cdm_holder,No,varchar(255),CDM 인스턴스의 보유자.,NA,No,No,NA,NA,NA,NA,NA
cdm_source,source_description,No,varchar(MAX),CDM 인스턴스의 설명.,NA,No,No,NA,NA,NA,NA,NA
cdm_source,source_documentation_reference,No,varchar(255),NA,NA,No,No,NA,NA,NA,NA,NA
cdm_source,cdm_etl_reference,No,varchar(255),NA,Version of the ETL script used. e.g. link to the Git release,No,No,NA,NA,NA,NA,NA
cdm_source,source_release_date,No,date,소스 시스템에서 데이터가 추출된 날짜. 일부 시스템에서는 ETL이 실행된 날짜와 동일하다. 일반적으로 소스 내의 가장 최신 이벤트 날짜가 source_release_date에 해당한다.,NA,No,No,NA,NA,NA,NA,NA
cdm_source,cdm_release_date,No,date,ETL 스크립트가 완료된 날짜. 일반적으로 source_release_date 이후이다.,NA,No,No,NA,NA,NA,NA,NA
cdm_source,cdm_version,No,varchar(10),사용된 OMOP CDM의 버전을 문자열로 표기. 예: v5.4,NA,No,No,NA,NA,NA,NA,NA
cdm_source,vocabulary_version,No,varchar(20),NA,NA,No,No,NA,NA,NA,NA,NA
concept,concept_id,Yes,integer,모든 도메인에 걸쳐 각 Concept를 식별하는 고유 식별자.,NA,Yes,No,NA,NA,NA,NA,NA
concept,concept_name,Yes,varchar(255),Concept에 대한 명확하고 의미 있으며 설명적인 이름.,NA,No,No,NA,NA,NA,NA,NA
concept,domain_id,Yes,varchar(20),Concept가 속한 [DOMAIN](https://ohdsi.github.io/CommonDataModel/cdm531.html#domain) 테이블에 대한 FK.,NA,No,Yes,DOMAIN,DOMAIN_ID,NA,NA,NA
concept,vocabulary_id,Yes,varchar(20),"Concept가 어떤 소스에서 채택되었는지를 나타내는 [VOCABULARY](https://ohdsi.github.io/CommonDataModel/cdm531.html#vocabulary)
테이블에 대한 FK.",NA,No,Yes,VOCABULARY,VOCABULARY_ID,NA,NA,NA
concept,concept_class_id,Yes,varchar(20),"Concept의 속성 또는 concept class. 예로는 'Clinical Drug',
'Ingredient', 'Clinical Finding' 등이 있다.",NA,No,Yes,CONCEPT_CLASS,CONCEPT_CLASS_ID,NA,NA,NA
concept,standard_concept,No,varchar(1),"이 플래그는 Concept가 Standard Concept(즉, 데이터에 사용됨)인지, Classification Concept인지, 비표준 Source Concept인지를 결정한다.
허용되는 값은 'S'(Standard
Concept)와 'C'(Classification
Concept)이며, 그 외의 경우 내용은 NULL이다.",NA,No,No,NA,NA,NA,NA,NA
concept,concept_code,Yes,varchar(50),"concept code는 SNOMED-CT concept ID, RxNorm RXCUI 등과 같이 소스 어휘(vocabulary) 내에서 Concept의 식별자를 나타낸다. concept code는 어휘(vocabulary) 간에 고유하지 않다는 점에 유의한다.",NA,No,No,NA,NA,NA,NA,NA
concept,valid_start_date,Yes,date,"Concept이 처음 기록된 날짜이다. 기본값은 1-Jan-1970이며, 이는 Concept에 (알려진) 도입 날짜가 없음을 의미한다.",NA,No,No,NA,NA,NA,NA,NA
concept,valid_end_date,Yes,date,"Concept이 삭제되거나 새로운 concept으로 대체(갱신)되어 무효가 된 날짜이다. 기본값은 31-Dec-2099이며, 이는 Concept이 더 이상 사용되지 않게 되기 전까지는 유효함을 의미한다.",NA,No,No,NA,NA,NA,NA,NA
concept,invalid_reason,No,varchar(1),"Concept이 무효화된 사유이다. 가능한 값은 D(삭제됨), U(갱신으로 대체됨)이며, valid_end_date가 기본값일 경우에는 NULL이다.",NA,No,No,NA,NA,NA,NA,NA
vocabulary,vocabulary_id,Yes,varchar(20),"ICD9CM, SNOMED, Visit 등과 같은 각 Vocabulary의 고유 식별자이다.",NA,Yes,No,NA,NA,NA,NA,NA
vocabulary,vocabulary_name,Yes,varchar(255),"어휘(vocabulary)를 설명하는 이름이다. 예를 들어 International Classification of Diseases, Ninth Revision, Clinical Modification, Volume 1 and 2 (NCHS) 등이 있다.",NA,No,No,NA,NA,NA,NA,NA
vocabulary,vocabulary_reference,Yes,varchar(255),어휘(vocabulary)에 관한 문서 또는 다운로드 가능한 자료에 대한 외부 참조이다.,NA,No,No,NA,NA,NA,NA,NA
vocabulary,vocabulary_version,No,varchar(255),소스에 표시된 Vocabulary의 버전이다.,NA,No,No,NA,NA,NA,NA,NA
vocabulary,vocabulary_concept_id,Yes,integer,VOCABULARY 레코드가 속한 Vocabulary를 나타내는 Concept이다.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
domain,domain_id,Yes,varchar(20),각 도메인(domain)의 고유 키이다.,NA,Yes,No,NA,NA,NA,NA,NA
domain,domain_name,Yes,varchar(255),"Domain을 설명하는 이름이다. 예를 들어 Condition, Procedure, Measurement 등이 있다.",NA,No,No,NA,NA,NA,NA,NA
domain,domain_concept_id,Yes,integer,DOMAIN 레코드가 속한 Domain Concept을 나타내는 Concept이다.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_class,concept_class_id,Yes,varchar(20),각 클래스(class)의 고유 키이다.,NA,Yes,No,NA,NA,NA,NA,NA
concept_class,concept_class_name,Yes,varchar(255),"Concept Class를 설명하는 이름이다. 예를 들어 Clinical Finding, Ingredient 등이 있다.",NA,No,No,NA,NA,NA,NA,NA
concept_class,concept_class_concept_id,Yes,integer,Concept Class를 나타내는 Concept이다.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_relationship,concept_id_1,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_relationship,concept_id_2,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_relationship,relationship_id,Yes,varchar(20),CONCEPT_ID_1과 CONCEPT_ID_2 사이의 관계(relationship)이다. 자세한 내용은 [Vocabulary Conventions](https://ohdsi.github.io/CommonDataModel/dataModelConventions.html#concept_relationships).를 참조한다.,NA,No,Yes,RELATIONSHIP,RELATIONSHIP_ID,NA,NA,NA
concept_relationship,valid_start_date,Yes,date,관계(relationship)가 처음 기록된 날짜이다.,NA,No,No,NA,NA,NA,NA,NA
concept_relationship,valid_end_date,Yes,date,관계(relationship)가 무효화된 날짜이다.,NA,No,No,NA,NA,NA,NA,NA
concept_relationship,invalid_reason,No,varchar(1),"관계(relationship)가 무효화된 사유이다. 가능한 값은 'D'(삭제됨), 'U'(갱신됨) 또는 NULL이다.",NA,No,No,NA,NA,NA,NA,NA
relationship,relationship_id,Yes,varchar(20),관계(relationship) 레코드가 담고 있는 관계의 유형이다.,NA,Yes,No,NA,NA,NA,NA,NA
relationship,relationship_name,Yes,varchar(255),NA,NA,No,No,NA,NA,NA,NA,NA
relationship,is_hierarchical,Yes,varchar(1),관계가 개념을 클래스 또는 계층 구조로 정의하는지 여부를 정의한다. 값은 계층적 관계인 경우 1이고 그렇지 않으면 0이다.,NA,No,No,NA,NA,NA,NA,NA
relationship,defines_ancestry,Yes,varchar(1),계층적 관계가 concept_ancestor 테이블에 기여하는지 여부를 정의한다. 이는 계층적 관계의 하위 집합이다. 유효한 값은 1 또는 0이다.,NA,No,No,NA,NA,NA,NA,NA
relationship,reverse_relationship_id,Yes,varchar(20),두 개념 간의 역방향 관계를 정의하는 데 사용되는 관계의 식별자.,NA,No,No,NA,NA,NA,NA,NA
relationship,relationship_concept_id,Yes,integer,고유한 관계 개념에 대해 [CONCEPT](https://ohdsi.github.io/CommonDataModel/cdm531.html#concept) 테이블의 식별자를 참조하는 FK.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_synonym,concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_synonym,concept_synonym_name,Yes,varchar(1000),NA,NA,No,No,NA,NA,NA,NA,NA
concept_synonym,language_concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_ancestor,ancestor_concept_id,Yes,integer,관계에서 조상(ancestor)을 형성하는 상위 수준 개념의 Concept Id.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_ancestor,descendant_concept_id,Yes,integer,관계에서 자손(descendant)을 형성하는 하위 수준 개념의 Concept Id.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
concept_ancestor,min_levels_of_separation,Yes,integer,조상 개념과 자손 개념 간의 계층 수준 수로 나타낸 최소 간격. 이는 계층 분석을 단순화하는 데 사용되는 속성이다.,NA,No,No,NA,NA,NA,NA,NA
concept_ancestor,max_levels_of_separation,Yes,integer,조상 개념과 자손 개념 간의 계층 수준 수로 나타낸 최대 간격. 이는 계층 분석을 단순화하는 데 사용되는 속성이다.,NA,No,No,NA,NA,NA,NA,NA
source_to_concept_map,source_code,Yes,varchar(50),Standard Concept로 변환되는 소스 코드.,NA,No,No,NA,NA,NA,NA,NA
source_to_concept_map,source_concept_id,Yes,integer,Standard Concept로 변환되는 Source Concept에 대한 FK.,"This is either 0 or should be a number above 2 billion, which are the Concepts reserved for site-specific codes and mappings.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
source_to_concept_map,source_vocabulary_id,Yes,varchar(20),Standard Concept로 변환되는 소스 코드의 어휘 체계를 정의하는 VOCABULARY 테이블에 대한 FK.,NA,No,No,NA,NA,NA,NA,NA
source_to_concept_map,source_code_description,No,varchar(255),소스 코드에 대한 선택적 설명. 이는 소스 코드의 설명을 개념의 이름과 비교하기 위한 편의용으로 포함된다.,NA,No,No,NA,NA,NA,NA,NA
source_to_concept_map,target_concept_id,Yes,integer,소스 코드가 매핑되는 대상 Concept.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
source_to_concept_map,target_vocabulary_id,Yes,varchar(20),대상 Concept의 Vocabulary.,NA,No,Yes,VOCABULARY,VOCABULARY_ID,NA,NA,NA
source_to_concept_map,valid_start_date,Yes,date,매핑 인스턴스가 처음 기록된 날짜.,NA,No,No,NA,NA,NA,NA,NA
source_to_concept_map,valid_end_date,Yes,date,매핑 인스턴스가 삭제되거나 새로운 관계로 대체(갱신)되어 무효화된 날짜. 기본값은 31-Dec-2099이다.,NA,No,No,NA,NA,NA,NA,NA
source_to_concept_map,invalid_reason,No,varchar(1),"매핑 인스턴스가 무효화된 사유. 가능한 값은 D(삭제), U(갱신으로 대체) 또는 valid_end_date가 기본값을 가질 때 NULL이다.",NA,No,No,NA,NA,NA,NA,NA
drug_strength,drug_concept_id,Yes,integer,Branded Drug 또는 Clinical Drug Product를 나타내는 Concept.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
drug_strength,ingredient_concept_id,Yes,integer,약물 제품에 포함된 활성 성분을 나타내는 Concept.,"Combination Drugs will have more than one record in this table, one for each active Ingredient.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
drug_strength,amount_value,No,float,약물 제품에 포함된 활성 성분의 수치 값 또는 함량.,NA,No,No,NA,NA,NA,NA,NA
drug_strength,amount_unit_concept_id,No,integer,약물 제품에 포함된 활성 성분의 양에 대한 측정 단위를 나타내는 Concept.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
drug_strength,numerator_value,No,float,약물 제품에 포함된 활성 성분의 농도.,NA,No,No,NA,NA,NA,NA,NA
drug_strength,numerator_unit_concept_id,No,integer,활성 성분 농도에 대한 측정 단위를 나타내는 Concept.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
drug_strength,denominator_value,No,float,"전체 액체(또는 연고, 겔, 스프레이 등 기타 분할 가능한 제품)의 양.",NA,No,No,NA,NA,NA,NA,NA
drug_strength,denominator_unit_concept_id,No,integer,활성 성분 농도의 분모 단위를 나타내는 Concept.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
drug_strength,box_size,No,integer,환자에게 조제될 때 한 박스에 포함된 Clinical Branded Drug 또는 Quantified Clinical or Branded Drug의 단위 수.,NA,No,No,NA,NA,NA,NA,NA
drug_strength,valid_start_date,Yes,date,Concept이 처음 기록된 날짜. 기본값은 1-Jan-1970이다.,NA,No,No,NA,NA,NA,NA,NA
drug_strength,valid_end_date,Yes,date,Concept이 유효하지 않게 된 날짜.,NA,No,No,NA,NA,NA,NA,NA
drug_strength,invalid_reason,No,varchar(1),"concept이 무효화된 사유. 가능한 값은 D(삭제), U(업데이트로 대체) 또는 valid_end_date가 기본값일 경우 NULL이다.",NA,No,No,NA,NA,NA,NA,NA
cohort_definition,cohort_definition_id,Yes,integer,"코호트에 부여된 식별자로, 일반적으로 ATLAS 애플리케이션에서 부여한다.",NA,No,No,NA,NA,NA,NA,NA
cohort_definition,cohort_definition_name,Yes,varchar(255),코호트에 대한 간략한 설명.,NA,No,No,NA,NA,NA,NA,NA
cohort_definition,cohort_definition_description,No,varchar(MAX),코호트에 대한 전체 설명.,NA,No,No,NA,NA,NA,NA,NA
cohort_definition,definition_type_concept_id,Yes,integer,레코드가 어떤 종류의 Cohort Definition을 나타내는지와 해당 구문이 어떻게 실행될 수 있는지를 정의하는 유형.,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cohort_definition,cohort_definition_syntax,No,varchar(MAX),Cohort Definition을 실행 가능하게 구현하는 구문 또는 코드.,NA,No,No,NA,NA,NA,NA,NA
cohort_definition,subject_concept_id,Yes,integer,"이 필드는 코호트의 구성원인 대상의 도메인(예: Person, Provider, Visit)을 나타내는 Concept을 포함한다.",NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
cohort_definition,cohort_initiation_date,No,date,COHORT 테이블에서 코호트가 시작된 시점을 나타내는 날짜.,NA,No,No,NA,NA,NA,NA,NA
attribute_definition,attribute_definition_id,Yes,integer,NA,NA,No,No,NA,NA,NA,NA,NA
attribute_definition,attribute_name,Yes,varchar(255),NA,NA,No,No,NA,NA,NA,NA,NA
attribute_definition,attribute_description,No,varchar(MAX),NA,NA,No,No,NA,NA,NA,NA,NA
attribute_definition,attribute_type_concept_id,Yes,integer,NA,NA,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
attribute_definition,attribute_syntax,No,varchar(MAX),NA,NA,No,No,NA,NA,NA,NA,NA
